"Story","Title","Result","Date","Stability","Duration (s)"
"Proceso de Compra en la Pagina Sanangel","Compra exitosa en Swaglabs","SUCCESS","2023-10-19T17:19:56.8506613-05:00[America/Bogota]","0.0","8.53"
"Proceso de Compra en la Pagina Sanangel","Compra exitosa en Sanangel","SUCCESS","2023-10-19T17:20:33.6400341-05:00[America/Bogota]","0.0","6.85"
